Unique Process ID,Process ID,Unique Thread ID,Thread ID,Thread Name,Thread Begin Time,Thread End Time,Thread Start Address,Life Time,
0,9096,0,3044,"Unknown",0.00,"97,586.14","397,467","97,586.14",
0,9096,1,4424,"Unknown",0.00,"27,857.97","2,004,170,880","27,857.97",
0,9096,2,13904,"Unknown",0.00,"27,857.97","2,004,170,880","27,857.97",
0,9096,3,15824,"Unknown",0.00,"27,857.97","2,004,170,880","27,857.97",
