Run: 0
b'820' b'5855501.000000' b'4003.408337' b'47.992616' b'4051.401453'
b'830' b'5855501.000000' b'4050.328866' b'48.489316' b'4098.818686'
b'840' b'5855493.000000' b'4097.203429' b'49.018255' b'4146.222196'
b'850' b'5855493.000000' b'4144.329061' b'49.594379' b'4193.923972'
b'860' b'5855493.000000' b'4191.500838' b'50.094682' b'4241.596059'
b'870' b'5855493.000000' b'4238.527694' b'50.666167' b'4289.194406'
b'880' b'5855493.000000' b'4285.680480' b'51.194649' b'4336.875680'
b'890' b'5855493.000000' b'4332.487014' b'51.701527' b'4384.189097'
b'900' b'5855493.000000' b'4379.831159' b'52.282396' b'4432.114119'
b'910' b'5855493.000000' b'4427.006245' b'52.795543' b'4479.802356'
b'920' b'5855493.000000' b'4473.980809' b'53.418431' b'4527.399814'
b'930' b'5855493.000000' b'4520.987368' b'53.974617' b'4574.962563'
b'940' b'5855493.000000' b'4568.038917' b'54.520708' b'4622.560207'
b'950' b'5855493.000000' b'4615.189229' b'55.062457' b'4670.252273'
b'960' b'5855493.000000' b'4662.227078' b'55.607662' b'4717.835332'
b'970' b'5855493.000000' b'4709.063415' b'56.153191' b'4765.217202'
b'980' b'5855493.000000' b'4756.034895' b'56.692713' b'4812.728209'
b'990' b'5855493.000000' b'4803.114003' b'57.241765' b'4860.356376'
b'shortest' b'tour:' b'5855493.000000' b'time' b'4903.362200'
Run: 3
b'0' b'5893813.000000' b'6.634411' b'0.053843' b'6.688254'
b'10' b'5888202.000000' b'71.912449' b'0.670893' b'72.583347'
b'20' b'5887205.000000' b'135.453737' b'1.442624' b'136.896372'
b'30' b'5885635.000000' b'196.884905' b'2.132106' b'199.017025'
b'40' b'5882379.000000' b'256.598516' b'2.694070' b'259.292604'
b'50' b'5877893.000000' b'314.311992' b'3.245288' b'317.557301'
b'60' b'5877893.000000' b'370.835161' b'3.770593' b'374.605781'
b'70' b'5875289.000000' b'425.943079' b'4.431780' b'430.374893'
b'80' b'5873878.000000' b'479.990176' b'4.993083' b'484.983297'
b'90' b'5871173.000000' b'532.982609' b'5.650963' b'538.633616'
b'100' b'5870949.000000' b'585.403217' b'6.292588' b'591.695856'
b'110' b'5868041.000000' b'636.985788' b'6.945295' b'643.931142'
b'120' b'5867221.000000' b'687.934748' b'7.629788' b'695.564600'
b'130' b'5867221.000000' b'738.303232' b'8.080554' b'746.383856'
