Run: 0
b'750' b'5856147.000000' b'13538.855819' b'39.248113' b'13578.104450'
b'760' b'5856147.000000' b'13734.322359' b'39.749818' b'13774.072699'
b'770' b'5856147.000000' b'13930.192508' b'40.340599' b'13970.533635'
b'780' b'5856147.000000' b'14128.369069' b'40.823387' b'14169.192989'
b'790' b'5856147.000000' b'14325.092622' b'41.388470' b'14366.481633'
b'800' b'5856147.000000' b'14519.958061' b'41.909079' b'14561.867686'
b'810' b'5856147.000000' b'14715.311226' b'42.399743' b'14757.711521'
b'820' b'5856147.000000' b'14913.299566' b'42.952142' b'14956.252266'
b'830' b'5856147.000000' b'15109.521243' b'43.434069' b'15152.955874'
b'840' b'5856147.000000' b'15305.527550' b'43.939031' b'15349.467149'
b'850' b'5856147.000000' b'15502.710034' b'44.424198' b'15547.134803'
b'860' b'5856147.000000' b'15700.372641' b'45.006543' b'15745.379761'
b'870' b'5856147.000000' b'15900.714375' b'45.496528' b'15946.211481'
b'880' b'5856147.000000' b'16098.608542' b'45.986545' b'16144.595669'
b'890' b'5855489.000000' b'16297.472889' b'46.471287' b'16343.944762'
b'900' b'5855489.000000' b'16495.230277' b'46.989909' b'16542.220772'
b'910' b'5855489.000000' b'16694.677206' b'47.467877' b'16742.145672'
b'920' b'5855489.000000' b'16890.229183' b'47.942248' b'16938.172027'
b'930' b'5855489.000000' b'17088.424629' b'48.404964' b'17136.830220'
b'940' b'5855489.000000' b'17287.904279' b'48.942049' b'17336.846958'
b'950' b'5855489.000000' b'17486.806538' b'49.506317' b'17536.313493'
b'960' b'5855489.000000' b'17688.854074' b'50.012191' b'17738.866905'
b'970' b'5855489.000000' b'17891.522107' b'50.571527' b'17942.094289'
b'980' b'5855489.000000' b'18090.753007' b'51.059379' b'18141.813043'
b'990' b'5855489.000000' b'18292.319966' b'51.597462' b'18343.918090'
b'shortest' b'tour:' b'5855489.000000' b'time' b'18526.512583'
Run: 4
b'0' b'5894468.000000' b'11.523718' b'0.060626' b'11.584345'
b'10' b'5888864.000000' b'166.747041' b'1.158662' b'167.905708'
b'20' b'5887577.000000' b'329.676189' b'1.714037' b'331.390237'
b'30' b'5885103.000000' b'496.734965' b'2.304673' b'499.039658'
b'40' b'5883650.000000' b'666.291841' b'2.807529' b'669.099396'
b'50' b'5879722.000000' b'838.432724' b'3.449594' b'841.882350'
b'60' b'5878694.000000' b'1008.641667' b'3.984283' b'1012.625985'
b'70' b'5876873.000000' b'1180.018490' b'4.489889' b'1184.508422'
b'80' b'5873951.000000' b'1349.980705' b'4.964194' b'1354.944950'
b'90' b'5873313.000000' b'1520.583577' b'5.460135' b'1526.043787'
b'100' b'5869988.000000' b'1692.073733' b'5.973300' b'1698.047116'
b'110' b'5869038.000000' b'1861.666546' b'6.485570' b'1868.152209'
b'120' b'5867861.000000' b'2034.833715' b'7.009397' b'2041.843210'
b'130' b'5866194.000000' b'2204.549705' b'7.598514' b'2212.148319'
b'140' b'5865368.000000' b'2377.131282' b'8.078921' b'2385.210309'
b'150' b'5863021.000000' b'2548.295395' b'8.611211' b'2556.906718'
b'160' b'5863021.000000' b'2720.204049' b'9.328017' b'2729.532184'
b'170' b'5863021.000000' b'2896.363056' b'9.873666' b'2906.236850'
b'180' b'5862794.000000' b'3068.779928' b'10.363694' b'3079.143754'
b'190' b'5860857.000000' b'3244.212016' b'10.957126' b'3255.169287'
b'200' b'5860857.000000' b'3416.112180' b'11.466519' b'3427.578851'
b'210' b'5859614.000000' b'3593.388911' b'11.949429' b'3605.338498'
b'220' b'5858825.000000' b'3769.555388' b'12.432398' b'3781.987953'
b'230' b'5858825.000000' b'3946.600089' b'12.921857' b'3959.522119'
b'240' b'5858825.000000' b'4123.188304' b'13.420835' b'4136.609319'
b'250' b'5858825.000000' b'4299.571722' b'13.907929' b'4313.479836'
b'260' b'5858825.000000' b'4477.888871' b'14.389330' b'4492.278390'
b'270' b'5858825.000000' b'4655.987299' b'14.889421' b'4670.876933'
b'280' b'5858825.000000' b'4832.462577' b'15.394476' b'4847.857284'
b'290' b'5858781.000000' b'5009.822201' b'15.886482' b'5025.708933'
b'300' b'5858781.000000' b'5188.008492' b'16.369365' b'5204.378116'
b'310' b'5857630.000000' b'5366.923074' b'16.862533' b'5383.785871'
b'320' b'5857630.000000' b'5543.611232' b'17.378675' b'5560.990177'
b'330' b'5857630.000000' b'5722.245193' b'17.860492' b'5740.105962'
b'340' b'5857630.000000' b'5904.530522' b'18.384974' b'5922.915781'
b'350' b'5857630.000000' b'6082.973274' b'18.865796' b'6101.839360'
b'360' b'5857630.000000' b'6265.825277' b'19.381203' b'6285.206777'
b'370' b'5857440.000000' b'6446.604127' b'19.865986' b'6466.470420'
b'380' b'5857440.000000' b'6629.374412' b'20.341275' b'6649.716006'
b'390' b'5857440.000000' b'6812.943924' b'20.907439' b'6833.851688'
b'400' b'5857440.000000' b'6993.633540' b'21.446767' b'7015.080639'
b'410' b'5857440.000000' b'7178.587623' b'21.943777' b'7200.531750'
b'420' b'5857440.000000' b'7364.185919' b'22.479081' b'7386.665352'
b'430' b'5857440.000000' b'7547.329808' b'23.056266' b'7570.386429'
b'440' b'5857440.000000' b'7733.723817' b'23.594305' b'7757.318483'
b'450' b'5857440.000000' b'7918.013279' b'24.076492' b'7942.090139'
b'460' b'5857440.000000' b'8101.781361' b'24.655380' b'8126.437115'
b'470' b'5857440.000000' b'8288.765841' b'25.150346' b'8313.916596'
b'480' b'5857440.000000' b'8473.622593' b'25.637315' b'8499.260323'
b'490' b'5857440.000000' b'8658.541150' b'26.139506' b'8684.681077'
b'500' b'5857319.000000' b'8845.440543' b'26.628295' b'8872.069264'
b'510' b'5857319.000000' b'9034.727154' b'27.126559' b'9061.854143'
b'520' b'5857319.000000' b'9223.806305' b'27.603991' b'9251.410737'
b'530' b'5857319.000000' b'9409.462005' b'28.103531' b'9437.565981'
b'540' b'5857126.000000' b'9597.587018' b'28.647098' b'9626.234568'
b'550' b'5857126.000000' b'9789.827662' b'29.147530' b'9818.975660'
b'560' b'5857126.000000' b'9977.884259' b'29.636563' b'10007.521296'
b'570' b'5856276.000000' b'10165.722015' b'30.113449' b'10195.835944'
b'580' b'5856276.000000' b'10358.005353' b'30.588857' b'10388.594695'
b'590' b'5856276.000000' b'10546.600362' b'31.103014' b'10577.703865'
b'600' b'5856276.000000' b'10733.595910' b'31.642313' b'10765.238735'
b'610' b'5856276.000000' b'10922.475245' b'32.161628' b'10954.637389'
b'620' b'5856276.000000' b'11113.775110' b'32.637485' b'11146.413131'
b'630' b'5856276.000000' b'11303.285145' b'33.218878' b'11336.504567'
b'640' b'5856276.000000' b'11494.370764' b'33.702712' b'11528.074026'
b'650' b'5856235.000000' b'11688.190680' b'34.179905' b'11722.371142'
b'660' b'5856235.000000' b'11878.946054' b'34.679071' b'11913.625702'
b'670' b'5856235.000000' b'12071.358148' b'35.177779' b'12106.536520'
b'680' b'5856235.000000' b'12265.553378' b'35.718344' b'12301.272321'
b'690' b'5856235.000000' b'12460.057685' b'36.202597' b'12496.260888'
b'700' b'5856235.000000' b'12653.392873' b'36.705197' b'12690.098685'
b'710' b'5856235.000000' b'12848.185044' b'37.196534' b'12885.382202'
b'720' b'5856235.000000' b'13042.644504' b'37.747841' b'13080.392973'
b'730' b'5856235.000000' b'13236.794165' b'38.226114' b'13275.020911'
b'740' b'5856235.000000' b'13433.166236' b'38.710448' b'13471.877325'
b'750' b'5856235.000000' b'13628.765722' b'39.247162' b'13668.013528'
b'760' b'5856235.000000' b'13823.539264' b'39.850591' b'13863.390507'
b'770' b'5856235.000000' b'14017.201889' b'40.328326' b'14057.530872'
b'780' b'5856235.000000' b'14211.507927' b'40.860556' b'14252.369148'
b'790' b'5856235.000000' b'14410.736764' b'41.346730' b'14452.084176'
b'800' b'5856235.000000' b'14606.496139' b'41.859955' b'14648.356785'
b'810' b'5856235.000000' b'14804.577386' b'42.398959' b'14846.977042'
b'820' b'5856235.000000' b'15003.851837' b'42.901143' b'15046.753685'
b'830' b'5856235.000000' b'15200.993832' b'43.380553' b'15244.375097'
b'840' b'5856235.000000' b'15398.845357' b'43.880012' b'15442.726087'
b'850' b'5856235.000000' b'15596.905965' b'44.379287' b'15641.285979'
b'860' b'5856235.000000' b'15795.639906' b'44.854113' b'15840.494757'
b'870' b'5856235.000000' b'15995.755388' b'45.326657' b'16041.082790'
b'880' b'5856235.000000' b'16191.636352' b'45.809186' b'16237.446288'
b'890' b'5856235.000000' b'16391.629943' b'46.381909' b'16438.012612'
b'900' b'5856235.000000' b'16591.982980' b'46.920432' b'16638.904182'
b'910' b'5856235.000000' b'16792.059122' b'47.419777' b'16839.479675'
b'920' b'5856235.000000' b'16994.064113' b'47.941548' b'17042.006446'
b'930' b'5856235.000000' b'17191.670395' b'48.448725' b'17240.119912'
b'940' b'5856235.000000' b'17392.116144' b'48.941933' b'17441.058874'
b'950' b'5856235.000000' b'17594.118674' b'49.561870' b'17643.681348'
b'960' b'5856235.000000' b'17796.056214' b'50.047827' b'17846.104850'
b'970' b'5855689.000000' b'17996.876230' b'50.553653' b'18047.430700'
b'980' b'5855689.000000' b'18197.352689' b'51.098427' b'18248.451940'
b'990' b'5855689.000000' b'18399.159427' b'51.656500' b'18450.816760'
b'shortest' b'tour:' b'5855689.000000' b'time' b'18632.241523'
