Run: 0
b'750' b'5854924.000000' b'13583.095898' b'55.661871' b'13638.758185'
b'760' b'5854924.000000' b'13779.177354' b'56.550865' b'13835.728640'
b'770' b'5854924.000000' b'13973.500163' b'57.425754' b'14030.926345'
b'780' b'5854924.000000' b'14164.881532' b'58.298448' b'14223.180413'
b'790' b'5854924.000000' b'14359.174052' b'59.143744' b'14418.318248'
b'800' b'5854924.000000' b'14551.920713' b'59.970440' b'14611.891611'
b'810' b'5854924.000000' b'14749.336501' b'60.805242' b'14810.142202'
b'820' b'5854924.000000' b'14945.321804' b'61.649824' b'15006.972093'
b'830' b'5854924.000000' b'15142.951702' b'62.490427' b'15205.442617'
b'840' b'5854924.000000' b'15341.252904' b'63.346348' b'15404.599749'
b'850' b'5854924.000000' b'15538.124559' b'64.200979' b'15602.326041'
b'860' b'5854885.000000' b'15737.527085' b'65.054048' b'15802.581652'
b'870' b'5854885.000000' b'15935.351053' b'66.003896' b'16001.355475'
b'880' b'5854885.000000' b'16134.286442' b'66.871368' b'16201.158339'
b'890' b'5854885.000000' b'16330.619196' b'67.721989' b'16398.341719'
b'900' b'5854885.000000' b'16529.058806' b'68.576085' b'16597.635430'
b'910' b'5854885.000000' b'16727.236178' b'69.556623' b'16796.793343'
b'920' b'5854885.000000' b'16928.058922' b'70.435373' b'16998.494840'
b'930' b'5854885.000000' b'17125.013252' b'71.306687' b'17196.320490'
b'940' b'5854885.000000' b'17326.285502' b'72.210904' b'17398.496965'
b'950' b'5854885.000000' b'17527.249094' b'73.077941' b'17600.327597'
b'960' b'5854885.000000' b'17727.902874' b'73.966678' b'17801.870118'
b'970' b'5854885.000000' b'17927.478060' b'74.841095' b'18002.319728'
b'980' b'5854885.000000' b'18127.304143' b'75.730748' b'18203.035472'
b'990' b'5854885.000000' b'18330.434379' b'76.709098' b'18407.144063'
b'shortest' b'tour:' b'5854885.000000' b'time' b'18590.659290'
Run: 4
b'0' b'5893519.000000' b'11.359602' b'0.053894' b'11.413496'
b'10' b'5889886.000000' b'163.448085' b'1.078354' b'164.526445'
b'20' b'5885911.000000' b'326.421958' b'1.725902' b'328.147874'
b'30' b'5884829.000000' b'492.930200' b'2.336584' b'495.266808'
b'40' b'5883585.000000' b'660.023702' b'2.999602' b'663.023336'
b'50' b'5880763.000000' b'828.717666' b'3.638618' b'832.356328'
b'60' b'5878072.000000' b'996.864514' b'4.310553' b'1001.175118'
b'70' b'5875088.000000' b'1166.375075' b'4.910683' b'1171.285816'
b'80' b'5873044.000000' b'1337.115619' b'5.525012' b'1342.640694'
b'90' b'5871122.000000' b'1504.952797' b'6.170136' b'1511.122997'
b'100' b'5870166.000000' b'1674.852808' b'6.791647' b'1681.644545'
b'110' b'5869331.000000' b'1843.893384' b'7.415502' b'1851.308982'
b'120' b'5868679.000000' b'2013.627641' b'8.047485' b'2021.675240'
b'130' b'5865484.000000' b'2186.027533' b'8.725083' b'2194.752737'
b'140' b'5865164.000000' b'2357.653019' b'9.412147' b'2367.065292'
b'150' b'5864642.000000' b'2529.179227' b'10.062352' b'2539.241713'
b'160' b'5863161.000000' b'2700.355224' b'10.717435' b'2711.072816'
b'170' b'5863161.000000' b'2871.755915' b'11.432486' b'2883.188565'
b'180' b'5862605.000000' b'3044.609574' b'12.106149' b'3056.715895'
b'190' b'5862272.000000' b'3219.553510' b'12.782352' b'3232.336041'
b'200' b'5861230.000000' b'3393.233147' b'13.465630' b'3406.698963'
b'210' b'5860955.000000' b'3565.606109' b'14.136067' b'3579.742368'
b'220' b'5860639.000000' b'3739.669225' b'14.822030' b'3754.491457'
b'230' b'5860639.000000' b'3912.372907' b'15.507444' b'3927.880569'
b'240' b'5860479.000000' b'4084.646054' b'16.189556' b'4100.835838'
b'250' b'5859493.000000' b'4256.460085' b'16.880035' b'4273.340354'
b'260' b'5859493.000000' b'4431.663067' b'17.625196' b'4449.288505'
b'270' b'5859493.000000' b'4608.546338' b'18.322719' b'4626.869305'
b'280' b'5859493.000000' b'4786.824542' b'19.038756' b'4805.863571'
b'290' b'5857830.000000' b'4964.638731' b'19.744268' b'4984.383280'
b'300' b'5857830.000000' b'5142.018428' b'20.449041' b'5162.467771'
b'310' b'5857830.000000' b'5319.841423' b'21.164480' b'5341.006211'
b'320' b'5857830.000000' b'5497.047186' b'21.911427' b'5518.958929'
b'330' b'5857830.000000' b'5676.714748' b'22.654501' b'5699.369571'
b'340' b'5857830.000000' b'5855.855627' b'23.381055' b'5879.237010'
b'350' b'5857830.000000' b'6036.212342' b'24.116313' b'6060.328990'
b'360' b'5857830.000000' b'6217.381933' b'24.840048' b'6242.222322'
b'370' b'5857674.000000' b'6397.901440' b'25.568678' b'6423.470466'
b'380' b'5857674.000000' b'6579.948411' b'26.307099' b'6606.255865'
b'390' b'5857320.000000' b'6763.096728' b'27.031617' b'6790.128705'
b'400' b'5857320.000000' b'6942.448833' b'27.763372' b'6970.212567'
b'410' b'5857320.000000' b'7125.486396' b'28.505395' b'7153.992160'
b'420' b'5857320.000000' b'7310.763266' b'29.252419' b'7340.016062'
b'430' b'5857320.000000' b'7492.176105' b'30.031361' b'7522.207850'
b'440' b'5855847.000000' b'7676.376341' b'30.776029' b'7707.152762'
b'450' b'5855847.000000' b'7861.323919' b'31.657334' b'7892.981650'
b'460' b'5855847.000000' b'8044.542656' b'32.457478' b'8077.000552'
b'470' b'5855847.000000' b'8230.327334' b'33.215351' b'8263.543110'
b'480' b'5855847.000000' b'8416.816028' b'34.036101' b'8450.852561'
b'490' b'5855847.000000' b'8604.030922' b'34.792945' b'8638.824308'
b'500' b'5855847.000000' b'8788.060683' b'35.623179' b'8823.684310'
b'510' b'5855847.000000' b'8973.560169' b'36.390713' b'9009.951337'
b'520' b'5855847.000000' b'9157.863278' b'37.132812' b'9194.996550'
b'530' b'5855847.000000' b'9345.178431' b'37.906301' b'9383.085200'
b'540' b'5855847.000000' b'9530.630291' b'38.679364' b'9569.310135'
b'550' b'5855847.000000' b'9716.616701' b'39.500746' b'9756.117930'
b'560' b'5855847.000000' b'9903.512173' b'40.295332' b'9943.807993'
b'570' b'5855847.000000' b'10093.401797' b'41.080877' b'10134.483168'
b'580' b'5855847.000000' b'10283.202927' b'41.887460' b'10325.090886'
b'590' b'5855847.000000' b'10473.448763' b'42.825919' b'10516.275187'
b'600' b'5855847.000000' b'10664.559156' b'43.614938' b'10708.174605'
b'610' b'5855847.000000' b'10854.090043' b'44.399865' b'10898.490425'
b'620' b'5855847.000000' b'11046.557842' b'45.222892' b'11091.781257'
b'630' b'5855847.000000' b'11237.899524' b'46.137467' b'11284.037521'
b'640' b'5855847.000000' b'11431.509414' b'46.978229' b'11478.488178'
b'650' b'5855847.000000' b'11622.360647' b'47.798298' b'11670.159484'
b'660' b'5855847.000000' b'11816.647811' b'48.667433' b'11865.315788'
b'670' b'5855847.000000' b'12009.301975' b'49.485800' b'12058.788324'
b'680' b'5855847.000000' b'12200.806813' b'50.289026' b'12251.096408'
b'690' b'5855847.000000' b'12395.358086' b'51.098974' b'12446.457633'
b'700' b'5855847.000000' b'12587.595019' b'51.896273' b'12639.491873'
b'710' b'5855847.000000' b'12780.538384' b'52.711025' b'12833.249998'
b'720' b'5855847.000000' b'12972.804166' b'53.537416' b'13026.342179'
b'730' b'5855569.000000' b'13164.657020' b'54.344237' b'13219.001861'
b'740' b'5855569.000000' b'13359.583314' b'55.190355' b'13414.774278'
b'750' b'5855569.000000' b'13553.868484' b'56.023317' b'13609.892415'
b'760' b'5855569.000000' b'13747.036622' b'56.883176' b'13803.920421'
b'770' b'5855569.000000' b'13941.245108' b'57.811870' b'13999.057608'
b'780' b'5855569.000000' b'14138.092792' b'58.686348' b'14196.779775'
b'790' b'5855569.000000' b'14333.040022' b'59.675882' b'14392.716547'
b'800' b'5855569.000000' b'14531.170835' b'60.660681' b'14591.832166'
b'810' b'5855569.000000' b'14728.292726' b'61.538781' b'14789.832164'
b'820' b'5855569.000000' b'14926.982652' b'62.475880' b'14989.459192'
b'830' b'5855569.000000' b'15125.495920' b'63.318949' b'15188.815534'
b'840' b'5855569.000000' b'15321.731518' b'64.222582' b'15385.954771'
b'850' b'5855569.000000' b'15517.111329' b'65.094339' b'15582.206343'
b'860' b'5855569.000000' b'15717.109030' b'66.063162' b'15783.172871'
b'870' b'5855569.000000' b'15914.647543' b'66.927447' b'15981.575675'
b'880' b'5855569.000000' b'16112.846351' b'67.792950' b'16180.639994'
b'890' b'5855569.000000' b'16310.708034' b'68.679016' b'16379.387747'
b'900' b'5855569.000000' b'16506.191275' b'69.619392' b'16575.811369'
b'910' b'5855569.000000' b'16705.289831' b'70.463813' b'16775.754352'
b'920' b'5855569.000000' b'16902.640305' b'71.328188' b'16973.969218'
b'930' b'5855569.000000' b'17099.798475' b'72.222882' b'17172.022090'
b'940' b'5855569.000000' b'17303.380320' b'73.153618' b'17376.534681'
b'950' b'5855569.000000' b'17500.726574' b'74.009715' b'17574.737036'
b'960' b'5855569.000000' b'17701.408465' b'74.906697' b'17776.315917'
b'970' b'5855490.000000' b'17897.494949' b'75.856281' b'17973.351992'
b'980' b'5855490.000000' b'18097.665407' b'76.736631' b'18174.402810'
b'990' b'5855490.000000' b'18301.881777' b'77.635803' b'18379.518358'
b'shortest' b'tour:' b'5855490.000000' b'time' b'18560.434731'
Run: 5
b'0' b'5893076.000000' b'11.091520' b'0.051325' b'11.142846'
b'10' b'5888871.000000' b'162.301871' b'0.813584' b'163.115461'
b'20' b'5887438.000000' b'322.780697' b'1.415793' b'324.196502'
b'30' b'5885081.000000' b'485.179210' b'1.967143' b'487.146367'
b'40' b'5883437.000000' b'651.880037' b'2.548501' b'654.428559'
b'50' b'5879365.000000' b'818.662337' b'3.149550' b'821.811914'
b'60' b'5879365.000000' b'985.506954' b'3.726719' b'989.233708'
b'70' b'5874788.000000' b'1155.242683' b'4.313852' b'1159.556576'
b'80' b'5873959.000000' b'1321.032109' b'4.903563' b'1325.935714'
b'90' b'5870687.000000' b'1489.170371' b'5.657774' b'1494.828207'
b'100' b'5869265.000000' b'1658.483207' b'6.326107' b'1664.809379'
b'110' b'5867094.000000' b'1826.655593' b'7.103486' b'1833.759152'
b'120' b'5864457.000000' b'1998.104017' b'7.812528' b'2005.916623'
b'130' b'5864457.000000' b'2167.758453' b'8.452464' b'2176.211001'
b'140' b'5864457.000000' b'2336.294479' b'9.106188' b'2345.400756'
b'150' b'5864457.000000' b'2507.964379' b'9.766105' b'2517.730580'
b'160' b'5863508.000000' b'2678.175953' b'10.411887' b'2688.587942'
b'170' b'5862406.000000' b'2850.877454' b'11.074066' b'2861.951625'
b'180' b'5862406.000000' b'3022.563648' b'11.750931' b'3034.314689'
b'190' b'5862406.000000' b'3192.047474' b'12.423220' b'3204.470808'
b'200' b'5862183.000000' b'3365.661285' b'13.084939' b'3378.746342'
b'210' b'5861403.000000' b'3535.920843' b'13.766300' b'3549.687272'
b'220' b'5861403.000000' b'3709.276253' b'14.430750' b'3723.707139'
b'230' b'5860744.000000' b'3880.750400' b'15.118222' b'3895.868767'
b'240' b'5860744.000000' b'4056.384260' b'15.840620' b'4072.225043'
b'250' b'5860744.000000' b'4230.870316' b'16.556749' b'4247.427234'
b'260' b'5859503.000000' b'4405.425945' b'17.256422' b'4422.682541'
b'270' b'5858871.000000' b'4580.606991' b'18.008658' b'4598.615842'
b'280' b'5858871.000000' b'4757.594193' b'18.733114' b'4776.327505'
b'290' b'5857329.000000' b'4933.231366' b'19.478216' b'4952.709789'
b'300' b'5857329.000000' b'5108.874425' b'20.191238' b'5129.065877'
b'310' b'5857329.000000' b'5286.455371' b'20.901972' b'5307.357563'
b'320' b'5857329.000000' b'5463.325109' b'21.602932' b'5484.928268'
b'330' b'5856129.000000' b'5641.019813' b'22.298512' b'5663.318558'
b'340' b'5856129.000000' b'5818.722236' b'23.021355' b'5841.743826'
b'350' b'5856129.000000' b'5999.144264' b'23.805717' b'6022.950234'
b'360' b'5856129.000000' b'6177.793292' b'24.528790' b'6202.322342'
b'370' b'5856129.000000' b'6358.119544' b'25.315784' b'6383.435594'
b'380' b'5856129.000000' b'6538.184098' b'26.057729' b'6564.242113'
b'390' b'5856129.000000' b'6717.972318' b'26.828898' b'6744.801512'
b'400' b'5856129.000000' b'6898.380975' b'27.601650' b'6925.982952'
b'410' b'5856129.000000' b'7079.753961' b'28.375891' b'7108.130187'
b'420' b'5856129.000000' b'7262.653530' b'29.111937' b'7291.765809'
b'430' b'5856129.000000' b'7441.573964' b'29.852444' b'7471.426756'
b'440' b'5856129.000000' b'7625.342102' b'30.645332' b'7655.987789'
b'450' b'5856129.000000' b'7808.932923' b'31.398220' b'7840.331503'
b'460' b'5856129.000000' b'7992.939975' b'32.150938' b'8025.091283'
b'470' b'5856129.000000' b'8173.995813' b'32.916148' b'8206.912339'
b'480' b'5856129.000000' b'8358.564835' b'33.655409' b'8392.220629'
b'490' b'5856129.000000' b'8544.322275' b'34.409427' b'8578.732092'
b'500' b'5856129.000000' b'8726.648200' b'35.207121' b'8761.855718'
b'510' b'5856129.000000' b'8912.285089' b'35.984640' b'8948.270132'
b'520' b'5856129.000000' b'9097.757529' b'36.859166' b'9134.617119'
b'530' b'5856129.000000' b'9281.774695' b'37.671682' b'9319.446807'
b'540' b'5856129.000000' b'9467.403036' b'38.463953' b'9505.867426'
b'550' b'5856129.000000' b'9651.390671' b'39.353116' b'9690.744234'
b'560' b'5856129.000000' b'9837.999432' b'40.135920' b'9878.135804'
b'570' b'5856129.000000' b'10027.390981' b'40.929244' b'10068.320686'
b'580' b'5856129.000000' b'10214.784754' b'41.786342' b'10256.571563'
b'590' b'5856129.000000' b'10402.038958' b'42.628293' b'10444.667721'
b'600' b'5856129.000000' b'10589.610270' b'43.405078' b'10633.015823'
b'610' b'5856129.000000' b'10777.030598' b'44.308055' b'10821.339135'
b'620' b'5856129.000000' b'10967.640297' b'45.246913' b'11012.887699'
b'630' b'5856129.000000' b'11157.056971' b'46.094573' b'11203.152044'
b'640' b'5856129.000000' b'11347.652975' b'46.959206' b'11394.612688'
b'650' b'5856129.000000' b'11535.332691' b'47.875638' b'11583.208844'
b'660' b'5856129.000000' b'11728.000520' b'48.741909' b'11776.742951'
b'670' b'5856129.000000' b'11918.270128' b'49.643405' b'11967.914062'
b'680' b'5856129.000000' b'12108.545840' b'50.534615' b'12159.080995'
b'690' b'5856129.000000' b'12300.659998' b'51.438994' b'12352.099537'
b'700' b'5855891.000000' b'12492.340531' b'52.267655' b'12544.608736'
b'710' b'5855891.000000' b'12682.792698' b'53.108662' b'12735.901914'
b'720' b'5855891.000000' b'12873.230658' b'54.021574' b'12927.252790'
b'730' b'5855891.000000' b'13068.121135' b'54.907724' b'13123.029423'
b'740' b'5855891.000000' b'13262.773681' b'55.761653' b'13318.535919'
b'750' b'5855891.000000' b'13454.309155' b'56.600159' b'13510.909910'
b'760' b'5855891.000000' b'13648.402525' b'57.471309' b'13705.874439'
b'770' b'5855891.000000' b'13841.822811' b'58.414297' b'13900.237721'
b'780' b'5855891.000000' b'14033.158735' b'59.250867' b'14092.410226'
b'790' b'5855891.000000' b'14227.696085' b'60.207955' b'14287.904675'
b'800' b'5855891.000000' b'14420.010148' b'61.071169' b'14481.081957'
b'810' b'5855891.000000' b'14614.167400' b'61.885322' b'14676.053367'
b'820' b'5855891.000000' b'14808.089442' b'62.725425' b'14870.815530'
b'830' b'5855891.000000' b'15004.285038' b'63.620151' b'15067.905858'
b'840' b'5855301.000000' b'15199.813153' b'64.515167' b'15264.328998'
b'850' b'5855301.000000' b'15395.573039' b'65.379177' b'15460.952902'
b'860' b'5855301.000000' b'15590.573617' b'66.281481' b'15656.855792'
b'870' b'5855301.000000' b'15787.689859' b'67.153297' b'15854.843857'
b'880' b'5855301.000000' b'15983.421796' b'67.987829' b'16051.410338'
b'890' b'5855301.000000' b'16178.440702' b'68.896631' b'16247.338053'
b'900' b'5855301.000000' b'16373.328304' b'69.844247' b'16443.173278'
b'910' b'5855301.000000' b'16569.803957' b'70.882525' b'16640.687214'
b'920' b'5855301.000000' b'16761.532579' b'71.762198' b'16833.295529'
b'930' b'5855301.000000' b'16960.741857' b'72.684438' b'17033.427057'
b'940' b'5855301.000000' b'17157.640953' b'73.611838' b'17231.253559'
b'950' b'5855301.000000' b'17354.554707' b'74.477322' b'17429.032801'
b'960' b'5855301.000000' b'17553.828646' b'75.368609' b'17629.198035'
b'970' b'5855301.000000' b'17752.552365' b'76.308022' b'17828.861174'
b'980' b'5855301.000000' b'17952.508651' b'77.184439' b'18029.693885'
b'990' b'5855301.000000' b'18152.450943' b'78.055626' b'18230.507367'
b'shortest' b'tour:' b'5855301.000000' b'time' b'18413.422605'
