Run: 0
b'840' b'5855274.000000' b'15182.671160' b'64.847168' b'15247.519042'
b'850' b'5855274.000000' b'15379.266977' b'65.703374' b'15444.971070'
b'860' b'5855274.000000' b'15575.107142' b'66.626286' b'15641.734149'
b'870' b'5855274.000000' b'15771.997274' b'67.529054' b'15839.527058'
b'880' b'5855274.000000' b'15970.771758' b'68.524168' b'16039.296663'
b'890' b'5855274.000000' b'16168.503845' b'69.395881' b'16237.900472'
b'900' b'5855274.000000' b'16363.826598' b'70.302475' b'16434.129829'
b'910' b'5855274.000000' b'16560.737340' b'71.151031' b'16631.889138'
b'920' b'5855274.000000' b'16758.199189' b'72.001035' b'16830.200996'
b'930' b'5855274.000000' b'16956.240830' b'72.900186' b'17029.141795'
b'940' b'5855274.000000' b'17154.571492' b'73.787653' b'17228.359933'
b'950' b'5855274.000000' b'17353.182014' b'74.660751' b'17427.843561'
b'960' b'5855274.000000' b'17549.331639' b'75.601142' b'17624.933600'
b'970' b'5855274.000000' b'17749.713251' b'76.497527' b'17826.211618'
b'980' b'5855274.000000' b'17949.027622' b'77.420149' b'18026.448616'
b'990' b'5854685.000000' b'18147.423305' b'78.289396' b'18225.713550'
b'shortest' b'tour:' b'5854685.000000' b'time' b'18407.633787'
Run: 2
b'0' b'5891616.000000' b'11.392343' b'0.055742' b'11.448085'
b'10' b'5890700.000000' b'163.340269' b'0.728623' b'164.068899'
b'20' b'5888016.000000' b'324.840793' b'1.269827' b'326.110633'
b'30' b'5885476.000000' b'489.228326' b'1.841734' b'491.070092'
b'40' b'5883340.000000' b'659.275306' b'2.535893' b'661.811236'
b'50' b'5880176.000000' b'827.770208' b'3.145547' b'830.915804'
b'60' b'5878222.000000' b'998.789210' b'3.735099' b'1002.524383'
b'70' b'5874852.000000' b'1169.049019' b'4.328232' b'1173.377332'
b'80' b'5874118.000000' b'1337.724809' b'4.939344' b'1342.664240'
b'90' b'5872335.000000' b'1506.740265' b'5.580826' b'1512.321199'
b'100' b'5871036.000000' b'1676.863454' b'6.473428' b'1683.336996'
b'110' b'5868507.000000' b'1848.201332' b'7.280446' b'1855.481897'
b'120' b'5867881.000000' b'2018.376776' b'8.001432' b'2026.378334'
b'130' b'5867252.000000' b'2189.109173' b'8.631222' b'2197.740529'
b'140' b'5864993.000000' b'2360.728018' b'9.271361' b'2369.999523'
b'150' b'5864993.000000' b'2533.312076' b'10.062738' b'2543.374963'
b'160' b'5863681.000000' b'2705.393139' b'10.720911' b'2716.114208'
b'170' b'5862827.000000' b'2879.739886' b'11.375322' b'2891.115373'
b'180' b'5862258.000000' b'3052.246697' b'12.046592' b'3064.293458'
b'190' b'5862258.000000' b'3225.472299' b'12.758178' b'3238.230652'
b'200' b'5860329.000000' b'3398.446965' b'13.420288' b'3411.867437'
b'210' b'5860136.000000' b'3574.566695' b'14.163362' b'3588.730247'
b'220' b'5860136.000000' b'3747.867633' b'14.834610' b'3762.702441'
b'230' b'5859688.000000' b'3922.311472' b'15.528401' b'3937.840077'
b'240' b'5859688.000000' b'4096.384862' b'16.305909' b'4112.690980'
b'250' b'5859688.000000' b'4271.848738' b'17.035467' b'4288.884422'
b'260' b'5859688.000000' b'4447.870891' b'17.728740' b'4465.599855'
b'270' b'5859688.000000' b'4622.897728' b'18.425485' b'4641.323443'
b'280' b'5859339.000000' b'4800.264097' b'19.134651' b'4819.398984'
b'290' b'5858429.000000' b'4976.944929' b'19.846798' b'4996.791967'
b'300' b'5858429.000000' b'5153.279051' b'20.558796' b'5173.838096'
b'310' b'5858429.000000' b'5330.212658' b'21.369956' b'5351.582868'
b'320' b'5858429.000000' b'5509.369464' b'22.097416' b'5531.467140'
b'330' b'5858429.000000' b'5688.100930' b'22.874047' b'5710.975244'
b'340' b'5858188.000000' b'5867.170269' b'23.605947' b'5890.776496'
b'350' b'5857148.000000' b'6047.818554' b'24.345305' b'6072.164147'
b'360' b'5857148.000000' b'6227.756272' b'25.081736' b'6252.838304'
b'370' b'5857148.000000' b'6409.268704' b'25.832489' b'6435.101499'
b'380' b'5857148.000000' b'6589.455714' b'26.655332' b'6616.111377'
b'390' b'5857148.000000' b'6772.310521' b'27.485958' b'6799.796817'
b'400' b'5857148.000000' b'6953.402153' b'28.233349' b'6981.635846'
b'410' b'5857148.000000' b'7137.173104' b'29.010923' b'7166.184382'
b'420' b'5856251.000000' b'7318.439558' b'29.761000' b'7348.200919'
b'430' b'5856251.000000' b'7501.882046' b'30.544882' b'7532.427296'
b'440' b'5856251.000000' b'7687.991843' b'31.330595' b'7719.322813'
b'450' b'5856251.000000' b'7875.168342' b'32.131411' b'7907.300132'
b'460' b'5856251.000000' b'8058.625934' b'32.969182' b'8091.595501'
b'470' b'5856251.000000' b'8243.361973' b'33.771262' b'8277.133629'
b'480' b'5856251.000000' b'8431.731036' b'34.551489' b'8466.282927'
b'490' b'5854719.000000' b'8616.406188' b'35.323168' b'8651.729764'
b'500' b'5854125.000000' b'8802.748747' b'36.167432' b'8838.916588'
b'510' b'5854125.000000' b'8990.004332' b'36.934493' b'9026.939245'
b'520' b'5854125.000000' b'9175.195675' b'37.702144' b'9212.898262'
b'530' b'5854125.000000' b'9360.700761' b'38.525083' b'9399.226295'
b'540' b'5854125.000000' b'9549.731897' b'39.311886' b'9589.044244'
b'550' b'5854125.000000' b'9737.822543' b'40.113268' b'9777.936279'
b'560' b'5854125.000000' b'9928.692622' b'40.976123' b'9969.669220'
b'570' b'5854125.000000' b'10118.797721' b'41.801139' b'10160.599341'
b'580' b'5854125.000000' b'10306.534819' b'42.576929' b'10349.112235'
b'590' b'5854125.000000' b'10497.762193' b'43.441981' b'10541.204675'
b'600' b'5854125.000000' b'10687.305561' b'44.239768' b'10731.545837'
b'610' b'5854125.000000' b'10876.322298' b'45.040227' b'10921.363041'
b'620' b'5854125.000000' b'11069.224093' b'45.840738' b'11115.065356'
b'630' b'5854125.000000' b'11258.960066' b'46.681987' b'11305.642588'
b'640' b'5854125.000000' b'11451.442556' b'47.477386' b'11498.920481'
b'650' b'5854125.000000' b'11642.444599' b'48.305089' b'11690.750233'
b'660' b'5854125.000000' b'11839.657191' b'49.187581' b'11888.845324'
b'670' b'5854125.000000' b'12031.621183' b'50.104983' b'12081.726735'
b'680' b'5854125.000000' b'12222.746073' b'50.915163' b'12273.661812'
b'690' b'5854125.000000' b'12417.506280' b'51.846005' b'12469.352865'
b'700' b'5854125.000000' b'12613.800913' b'52.704433' b'12666.505944'
b'710' b'5854125.000000' b'12809.375656' b'53.608196' b'12862.984476'
b'720' b'5854125.000000' b'13003.731997' b'54.406079' b'13058.138708'
b'730' b'5854125.000000' b'13196.307964' b'55.236214' b'13251.544819'
b'740' b'5854125.000000' b'13391.953866' b'56.101236' b'13448.055763'
b'750' b'5854125.000000' b'13587.969797' b'56.984722' b'13644.955185'
b'760' b'5854125.000000' b'13783.263603' b'57.819412' b'13841.083700'
b'770' b'5854125.000000' b'13976.483227' b'58.694566' b'14035.178485'
b'780' b'5854125.000000' b'14174.809157' b'59.517737' b'14234.327593'
b'790' b'5854125.000000' b'14371.882924' b'60.404477' b'14432.288106'
b'800' b'5854125.000000' b'14568.369248' b'61.301041' b'14629.671000'
b'810' b'5854125.000000' b'14763.558334' b'62.140701' b'14825.699765'
b'820' b'5854125.000000' b'14960.895030' b'63.072835' b'15023.968602'
b'830' b'5854125.000000' b'15160.046382' b'63.940686' b'15223.987813'
b'840' b'5854125.000000' b'15354.199210' b'64.870217' b'15419.070178'
b'850' b'5854125.000000' b'15552.119556' b'65.752435' b'15617.872743'
b'860' b'5854125.000000' b'15749.117693' b'66.604559' b'15815.723011'
b'870' b'5854125.000000' b'15948.695209' b'67.568686' b'16016.264661'
b'880' b'5854125.000000' b'16147.478926' b'68.422143' b'16215.901842'
b'890' b'5854125.000000' b'16348.063341' b'69.277819' b'16417.341937'
b'900' b'5854125.000000' b'16546.812599' b'70.136034' b'16616.949431'
b'910' b'5854125.000000' b'16747.761186' b'71.071047' b'16818.833046'
b'920' b'5854125.000000' b'16946.110281' b'72.056735' b'17018.167848'
b'930' b'5854125.000000' b'17147.207117' b'72.962988' b'17220.170942'
b'940' b'5854125.000000' b'17346.408760' b'73.894391' b'17420.303997'
b'950' b'5854125.000000' b'17545.984814' b'74.754781' b'17620.740446'
b'960' b'5854125.000000' b'17746.938736' b'75.621075' b'17822.560664'
b'970' b'5854125.000000' b'17949.972567' b'76.478444' b'18026.451889'
b'980' b'5854125.000000' b'18149.751653' b'77.375672' b'18227.128213'
b'990' b'5854125.000000' b'18351.259573' b'78.284347' b'18429.544818'
b'shortest' b'tour:' b'5854125.000000' b'time' b'18615.915508'
Run: 3
b'0' b'5890030.000000' b'11.287329' b'0.183600' b'11.470930'
b'10' b'5888646.000000' b'165.183733' b'0.788580' b'165.972322'
b'20' b'5888646.000000' b'329.845448' b'1.422602' b'331.268067'
b'30' b'5884716.000000' b'494.634660' b'1.980817' b'496.615502'
b'40' b'5882692.000000' b'662.559894' b'2.632271' b'665.192197'
b'50' b'5880288.000000' b'830.236599' b'3.232653' b'833.469306'
b'60' b'5877466.000000' b'999.446086' b'3.807112' b'1003.253261'
b'70' b'5876183.000000' b'1168.538306' b'4.410753' b'1172.949131'
b'80' b'5874545.000000' b'1338.389690' b'5.008666' b'1343.398436'
b'90' b'5873616.000000' b'1505.969438' b'5.608382' b'1511.577908'
b'100' b'5870816.000000' b'1674.330359' b'6.258274' b'1680.588729'
b'110' b'5866868.000000' b'1844.120663' b'6.954307' b'1851.075086'
b'120' b'5866868.000000' b'2016.147502' b'7.583440' b'2023.731065'
b'130' b'5866751.000000' b'2188.542775' b'8.228354' b'2196.771260'
b'140' b'5866751.000000' b'2360.780203' b'8.945279' b'2369.725619'
b'150' b'5865159.000000' b'2529.716890' b'9.728116' b'2539.445152'
b'160' b'5865130.000000' b'2700.292852' b'10.493077' b'2710.786094'
b'170' b'5863795.000000' b'2872.671718' b'11.177578' b'2883.849470'
b'180' b'5862572.000000' b'3046.783675' b'11.892364' b'3058.676238'
b'190' b'5862482.000000' b'3220.398507' b'12.620266' b'3233.018979'
b'200' b'5861685.000000' b'3392.780551' b'13.342186' b'3406.122952'
b'210' b'5861685.000000' b'3565.630998' b'14.026999' b'3579.658222'
b'220' b'5860416.000000' b'3741.694808' b'14.730948' b'3756.425992'
b'230' b'5860416.000000' b'3916.806083' b'15.471186' b'3932.277516'
b'240' b'5860200.000000' b'4092.214500' b'16.257048' b'4108.471805'
b'250' b'5858108.000000' b'4267.945636' b'16.944242' b'4284.890141'
b'260' b'5858108.000000' b'4444.559940' b'17.640125' b'4462.200352'
b'270' b'5857706.000000' b'4621.768863' b'18.317183' b'4640.086348'
b'280' b'5857706.000000' b'4796.173454' b'19.058083' b'4815.231851'
b'290' b'5857706.000000' b'4972.382977' b'19.764927' b'4992.148226'
b'300' b'5857706.000000' b'5149.161977' b'20.472809' b'5169.635112'
b'310' b'5856523.000000' b'5329.139508' b'21.175479' b'5350.315323'
b'320' b'5856523.000000' b'5507.418288' b'21.875156' b'5529.293787'
b'330' b'5856523.000000' b'5684.736987' b'22.582716' b'5707.320068'
b'340' b'5856523.000000' b'5865.014845' b'23.315306' b'5888.330540'
b'350' b'5856523.000000' b'6044.381984' b'24.031575' b'6068.413982'
b'360' b'5856523.000000' b'6225.066303' b'24.722208' b'6249.788938'
b'370' b'5856523.000000' b'6406.128716' b'25.441407' b'6431.570558'
b'380' b'5856523.000000' b'6586.030409' b'26.227522' b'6612.258374'
b'390' b'5856523.000000' b'6766.272467' b'27.001772' b'6793.274690'
b'400' b'5856523.000000' b'6949.291720' b'27.849301' b'6977.141477'
b'410' b'5856523.000000' b'7132.380441' b'28.579772' b'7160.960676'
b'420' b'5856523.000000' b'7313.734703' b'29.308459' b'7343.043635'
b'430' b'5856523.000000' b'7494.569338' b'30.069205' b'7524.639024'
b'440' b'5856523.000000' b'7679.227860' b'30.918129' b'7710.146478'
b'450' b'5856523.000000' b'7863.039676' b'31.661108' b'7894.701280'
b'460' b'5856523.000000' b'8046.432917' b'32.404708' b'8078.838131'
b'470' b'5856523.000000' b'8230.275563' b'33.173900' b'8263.449976'
b'480' b'5856523.000000' b'8410.450477' b'33.945707' b'8444.396704'
b'490' b'5856523.000000' b'8593.666368' b'34.726788' b'8628.393685'
b'500' b'5856523.000000' b'8778.555325' b'35.496676' b'8814.052541'
b'510' b'5856523.000000' b'8963.988567' b'36.279708' b'9000.268824'
b'520' b'5856523.000000' b'9149.277022' b'37.089833' b'9186.367411'
b'530' b'5856523.000000' b'9337.068288' b'37.882392' b'9374.951245'
b'540' b'5856214.000000' b'9525.756790' b'38.686271' b'9564.443629'
b'550' b'5856214.000000' b'9712.408317' b'39.442575' b'9751.851467'
b'560' b'5856214.000000' b'9898.559901' b'40.265008' b'9938.825491'
b'570' b'5856214.000000' b'10086.582819' b'41.049780' b'10127.633188'
b'580' b'5856214.000000' b'10273.646732' b'41.841835' b'10315.489164'
b'590' b'5856214.000000' b'10462.522438' b'42.678583' b'10505.201627'
b'600' b'5856214.000000' b'10651.297409' b'43.513613' b'10694.811633'
b'610' b'5856214.000000' b'10840.911037' b'44.324179' b'10885.235832'
b'620' b'5856214.000000' b'11030.919396' b'45.129055' b'11076.049074'
b'630' b'5856214.000000' b'11221.881079' b'45.918668' b'11267.800381'
b'640' b'5856214.000000' b'11412.080536' b'46.783482' b'11458.864683'
b'650' b'5856084.000000' b'11603.979451' b'47.668389' b'11651.648511'
b'660' b'5856084.000000' b'11796.540633' b'48.559978' b'11845.101287'
b'670' b'5856084.000000' b'11988.562750' b'49.414796' b'12037.978227'
b'680' b'5856084.000000' b'12178.594618' b'50.217710' b'12228.813015'
b'690' b'5856084.000000' b'12369.459632' b'51.021704' b'12420.482059'
b'700' b'5856084.000000' b'12561.884217' b'51.873356' b'12613.758303'
b'710' b'5856084.000000' b'12754.234607' b'52.831397' b'12807.066739'
b'720' b'5856084.000000' b'12946.684578' b'53.647344' b'13000.332666'
b'730' b'5856084.000000' b'13137.700164' b'54.494125' b'13192.195038'
b'740' b'5856084.000000' b'13329.943921' b'55.361401' b'13385.306075'
b'750' b'5856084.000000' b'13522.413961' b'56.180555' b'13578.595294'
