1.096 1.053 0.010 1.059 1.027 0.010
1.183 1.130 0.013 1.109 1.075 0.010 
1.129 1.076 0.009 1.090 1.055 0.009
1.206 1.162 0.010 1.106 1.082 0.009
1.247 1.210 0.009 1.128 1.098 0.008
1.273 1.238 0.010 1.154 1.124 0.008
1.293 1.253 0.008 1.170 1.142 0.007
1.147 1.117 0.011 1.102 1.069 0.010
1.341 1.306 0.008 1.181 1.161 0.007
