Seed: 57194 Stag: 10 TSP: pcb442.tsp
shortest tour: 51501.000000 time 19.603308
Seed: 57194 Stag: 10 TSP: rat783.tsp
shortest tour: 9000.000000 time 43.138598
Seed: 57194 Stag: 10 TSP: pr1002.tsp
shortest tour: 266997.000000 time 115.985238
Seed: 57194 Stag: 20 TSP: pcb442.tsp
shortest tour: 51501.000000 time 40.353811
Seed: 57194 Stag: 20 TSP: rat783.tsp
shortest tour: 9000.000000 time 62.707575
Seed: 57194 Stag: 20 TSP: pr1002.tsp
shortest tour: 266997.000000 time 59.404055
Seed: 57194 Stag: 30 TSP: pcb442.tsp
shortest tour: 51566.000000 time 17.619022
Seed: 57194 Stag: 30 TSP: rat783.tsp
shortest tour: 9000.000000 time 44.202454
Seed: 57194 Stag: 30 TSP: pr1002.tsp
shortest tour: 266462.000000 time 54.848248
Seed: 57194 Stag: 50 TSP: pcb442.tsp
shortest tour: 51536.000000 time 17.839453
Seed: 57194 Stag: 50 TSP: rat783.tsp
shortest tour: 9000.000000 time 43.371999
Seed: 57194 Stag: 50 TSP: pr1002.tsp
shortest tour: 266997.000000 time 54.123067
Seed: 57194 Stag: 100 TSP: pcb442.tsp
shortest tour: 51583.000000 time 24.182870
Seed: 57194 Stag: 100 TSP: rat783.tsp
shortest tour: 9000.000000 time 49.727530
Seed: 57194 Stag: 100 TSP: pr1002.tsp
shortest tour: 266997.000000 time 54.064314
Seed: 57194 Stag: 200 TSP: pcb442.tsp
shortest tour: 51330.000000 time 15.920160
Seed: 57194 Stag: 200 TSP: rat783.tsp
shortest tour: 9000.000000 time 47.884516
Seed: 57194 Stag: 200 TSP: pr1002.tsp
shortest tour: 266985.000000 time 49.129604
Seed: 57194 Stag: 500 TSP: pcb442.tsp
shortest tour: 51330.000000 time 15.084652
Seed: 57194 Stag: 500 TSP: rat783.tsp
shortest tour: 9000.000000 time 41.919794
Seed: 57194 Stag: 500 TSP: pr1002.tsp
shortest tour: 267180.000000 time 46.434469
Seed: 57194 Stag: 1000 TSP: pcb442.tsp
shortest tour: 51330.000000 time 16.922866
Seed: 57194 Stag: 1000 TSP: rat783.tsp
shortest tour: 9000.000000 time 35.355657
Seed: 57194 Stag: 1000 TSP: pr1002.tsp
shortest tour: 267180.000000 time 45.287563
Seed: 61322 Stag: 10 TSP: pcb442.tsp
shortest tour: 51627.000000 time 23.697561
Seed: 61322 Stag: 10 TSP: rat783.tsp
shortest tour: 9029.000000 time 48.150120
Seed: 61322 Stag: 10 TSP: pr1002.tsp
shortest tour: 265822.000000 time 64.189831
Seed: 61322 Stag: 20 TSP: pcb442.tsp
shortest tour: 51588.000000 time 23.075013
Seed: 61322 Stag: 20 TSP: rat783.tsp
shortest tour: 9027.000000 time 55.996802
Seed: 61322 Stag: 20 TSP: pr1002.tsp
shortest tour: 265822.000000 time 86.489263
Seed: 61322 Stag: 30 TSP: pcb442.tsp
shortest tour: 51588.000000 time 32.067331
Seed: 61322 Stag: 30 TSP: rat783.tsp
shortest tour: 9027.000000 time 52.261861
Seed: 61322 Stag: 30 TSP: pr1002.tsp
shortest tour: 265822.000000 time 67.734526
Seed: 61322 Stag: 50 TSP: pcb442.tsp
shortest tour: 51559.000000 time 33.026711
Seed: 61322 Stag: 50 TSP: rat783.tsp
shortest tour: 9027.000000 time 59.739566
Seed: 61322 Stag: 50 TSP: pr1002.tsp
shortest tour: 265822.000000 time 82.881761
Seed: 61322 Stag: 100 TSP: pcb442.tsp
shortest tour: 51524.000000 time 28.249068
Seed: 61322 Stag: 100 TSP: rat783.tsp
shortest tour: 9027.000000 time 67.793252
Seed: 61322 Stag: 100 TSP: pr1002.tsp
shortest tour: 265822.000000 time 66.182928
Seed: 61322 Stag: 200 TSP: pcb442.tsp
shortest tour: 51463.000000 time 20.604933
Seed: 61322 Stag: 200 TSP: rat783.tsp
shortest tour: 9006.000000 time 47.135009
Seed: 61322 Stag: 200 TSP: pr1002.tsp
shortest tour: 265822.000000 time 70.203044
Seed: 61322 Stag: 500 TSP: pcb442.tsp
shortest tour: 51463.000000 time 21.915050
Seed: 61322 Stag: 500 TSP: rat783.tsp
shortest tour: 8987.000000 time 52.618451
Seed: 61322 Stag: 500 TSP: pr1002.tsp
shortest tour: 265822.000000 time 78.860621
Seed: 61322 Stag: 1000 TSP: pcb442.tsp
shortest tour: 51463.000000 time 29.532552
Seed: 61322 Stag: 1000 TSP: rat783.tsp
shortest tour: 8987.000000 time 54.465679
Seed: 61322 Stag: 1000 TSP: pr1002.tsp
shortest tour: 265822.000000 time 74.059805
Seed: 65943 Stag: 10 TSP: pcb442.tsp
shortest tour: 51540.000000 time 27.259004
